Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"SON.son(""huawei"", ""2G"", ""Cluster"", ""2G CoBCCH"", """")",Chrome 127.0.0.0,,,2024-08-25 16:42:48,2024-08-25 16:43:01,13.311s,PASSED
,,,,,,,
Test Cases/SON/Huawei/2G/Governorate/Governorate 2G CoBCCH,Chrome 127.0.0.0,,,2024-08-25 16:43:01,2024-08-25 16:43:43,42.038s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-25 16:43:01,2024-08-25 16:43:22,20.672s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-25 16:43:22,2024-08-25 16:43:22,0.131s,PASSED
"SON.son(""huawei"", ""2G"", ""Governorate"", ""2G CoBCCH"", """")",Chrome 127.0.0.0,,,2024-08-25 16:43:22,2024-08-25 16:43:43,21.007s,PASSED
,,,,,,,
Test Cases/SON/Huawei/2G/PLMN/PLMN Sleeping Cells Hourly,Chrome 127.0.0.0,,,2024-08-25 16:43:43,2024-08-25 16:45:47,2m - 3.521s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-25 16:43:43,2024-08-25 16:44:06,22.602s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-25 16:44:06,2024-08-25 16:44:06,0.095s,PASSED
"SON.son(""huawei"", ""2G"", ""PLMN"", ""Sleeping Cells"", ""Hourly"")",Chrome 127.0.0.0,,,2024-08-25 16:44:06,2024-08-25 16:45:47,1m - 40.543s,PASSED
