Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:30:43,2024-08-04 14:31:06,22.502s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:31:06,2024-08-04 14:31:06,0.303s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""BSC"", false, ""Daily"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:31:06,2024-08-04 14:33:24,2m - 17.906s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XBSC/TopX 2G BSC DailyBH,Chrome 127.0.0.0,,,2024-08-04 14:33:24,2024-08-04 14:36:00,2m - 36.430s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:33:24,2024-08-04 14:33:46,21.501s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:33:46,2024-08-04 14:33:46,0.095s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""BSC"", false, ""DailyBH"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:33:46,2024-08-04 14:36:00,2m - 14.534s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XCluster/TopX 2G Cluster default,Chrome 127.0.0.0,,,2024-08-04 14:36:00,2024-08-04 14:38:42,2m - 41.805s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:36:00,2024-08-04 14:36:24,23.598s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:36:24,2024-08-04 14:36:24,0.048s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Cluster"", false, ""Hourly"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:36:24,2024-08-04 14:38:42,2m - 17.901s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XCluster/TopX 2G Cluster with LowX,Chrome 127.0.0.0,,,2024-08-04 14:38:42,2024-08-04 14:39:25,43.019s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:38:42,2024-08-04 14:39:06,23.532s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:39:06,2024-08-04 14:39:06,0.044s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Cluster"", true, ""Hourly"", true, null)",Chrome 127.0.0.0,,,2024-08-04 14:39:06,2024-08-04 14:39:25,19.205s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XCluster/TopX 2G Cluster Daily,Chrome 127.0.0.0,,,2024-08-04 14:39:25,2024-08-04 14:42:09,2m - 44.462s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:39:26,2024-08-04 14:39:50,24.681s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:39:50,2024-08-04 14:39:50,0.121s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Cluster"", false, ""Daily"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:39:50,2024-08-04 14:42:09,2m - 19.036s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XCluster/TopX 2G Cluster DailyBH,Chrome 127.0.0.0,,,2024-08-04 14:42:09,2024-08-04 14:44:53,2m - 43.563s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:42:10,2024-08-04 14:42:34,23.715s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:42:34,2024-08-04 14:42:34,0.115s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Cluster"", false, ""DailyBH"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:42:34,2024-08-04 14:44:53,2m - 19.361s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XGovernorate/TopX 2G Governorate default,Chrome 127.0.0.0,,,2024-08-04 14:44:53,2024-08-04 14:45:33,39.897s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:44:53,2024-08-04 14:45:17,23.174s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:45:17,2024-08-04 14:45:17,0.379s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Governorate"", false, ""Hourly"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:45:17,2024-08-04 14:45:33,15.949s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XGovernorate/TopX 2G Governorate with LowX,Chrome 127.0.0.0,,,2024-08-04 14:45:33,2024-08-04 14:46:14,41.531s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:45:33,2024-08-04 14:45:57,23.212s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:45:57,2024-08-04 14:45:57,0.124s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Governorate"", true, ""Hourly"", true, null)",Chrome 127.0.0.0,,,2024-08-04 14:45:57,2024-08-04 14:46:14,17.800s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XGovernorate/TopX 2G Governorate Daily,Chrome 127.0.0.0,,,2024-08-04 14:46:14,2024-08-04 14:46:56,41.754s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:46:15,2024-08-04 14:46:39,23.958s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:46:39,2024-08-04 14:46:39,0.122s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Governorate"", false, ""Daily"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:46:39,2024-08-04 14:46:56,17.262s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XGovernorate/TopX 2G Governorate DailyBH,Chrome 127.0.0.0,,,2024-08-04 14:46:56,2024-08-04 14:49:36,2m - 39.424s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:46:57,2024-08-04 14:47:20,23.529s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:47:20,2024-08-04 14:47:20,0.114s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Governorate"", false, ""DailyBH"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:47:20,2024-08-04 14:49:36,2m - 15.390s,FAILED
